Student_Roll_no,Name,Gender,DOB,Father's_Name,Mother's_Name,School_code,English,English_Grade,Mathematics,Mathematics_Grade,Social_Science,Social_Science_Grade,Hindi,Hindi_Grade,Science,Science_Grade
4037,Rebecca Barrett,Male,22-03-2008,John Mejia,Meagan Bennett,5050,58,C1,74,B1,45,C2,14,E2,62,B2
4038,Kristen Strong,Male,10-08-2009,Adam Bauer,Sarah Cooper,5050,76,B1,37,D,60,C1,18,E2,34,D
4039,Lisa Freeman,Male,26-06-2008,Richard Hernandez PhD,Robin Wood,5050,14,E2,74,B1,86,A2,24,E1,46,C2
4040,Ronald White,Female,26-02-2008,Mr. Jose Gonzalez,Rachel Garcia,5050,17,E2,17,E2,70,B2,83,A2,31,D
4041,Dawn Maldonado,Female,24-03-2009,Kevin Rios,Nichole Simmons,5050,64,B2,82,A2,71,B1,47,C2,85,A2
4042,Wendy Morrison,Male,18-07-2009,Jeffrey Crawford,Catherine Allen,5050,93,A1,56,C1,97,A1,65,B2,88,A2
4043,Pamela Allen,Male,29-11-2008,Mr. Thomas Gates,Donna Miller,5050,13,E2,17,E2,47,C2,28,E1,91,A1
4044,Candice Garrison,Male,16-10-2008,Michael Rios,Theresa Walker,5050,32,D,96,A1,49,C2,60,C1,16,E2
4045,Ashley Goodman,Male,25-10-2008,Justin Johnson,Amanda Williams,5050,29,E1,94,A1,60,C1,10,E2,11,E2
4046,Patrick Murray,Female,27-12-2009,Robert Wagner,Melissa Hernandez,5050,27,E1,33,D,31,D,91,A1,44,C2
4047,Darlene Best,Female,19-12-2009,Jason Smith,Tanya Turner,5050,61,B2,18,E2,74,B1,13,E2,43,C2
4048,Brian Reyes,Male,20-09-2009,Alexander Blanchard,Michelle Horton,5050,85,A2,84,A2,62,B2,41,C2,70,B2
4049,Tara Bennett,Male,13-10-2008,Aaron Callahan,Nichole Gates,5050,20,E2,96,A1,61,B2,50,C2,70,B2
4050,Jillian Mcclain,Female,12-10-2008,Alexander Lowe MD,Jill Simon,5050,89,A2,47,C2,18,E2,62,B2,22,E1
4051,Mary Smith,Male,01-03-2009,Michael Smith,Deborah Sanders,5050,87,A2,30,E1,40,D,59,C1,83,A2
4052,Connie Beck,Male,13-11-2008,Sean Griffin,Lauren Johnston,5050,86,A2,93,A1,12,E2,50,C2,69,B2
4053,Andrea Mcguire,Female,05-09-2008,John Mccall,Christina Mccarthy,5050,87,A2,94,A1,71,B1,16,E2,98,A1
4054,Matthew Gutierrez,Male,06-09-2009,Steven Kerr,Jennifer Howell,5050,61,B2,46,C2,75,B1,14,E2,99,A1
4055,Roger Lam,Female,01-09-2008,Austin Wilson,Kelly Patterson,5050,14,E2,22,E1,41,C2,12,E2,56,C1
4056,John Wilkins,Female,01-01-2008,Michael Patterson,Mary Cook,5050,33,D,73,B1,54,C1,73,B1,18,E2
4057,Matthew Mcdaniel,Female,21-11-2008,Casey Williams,Carol Evans,5050,36,D,38,D,57,C1,93,A1,24,E1
4058,Robert Mckenzie,Male,06-12-2008,Gilbert Campbell,Lisa Rodriguez,5050,59,C1,65,B2,17,E2,42,C2,91,A1
4059,Timothy Martinez,Female,03-12-2009,Michael Brown,Nicole Armstrong,5050,11,E2,65,B2,12,E2,33,D,96,A1
4060,Keith Wood,Female,10-11-2008,Seth Taylor,Deborah Morgan,5050,49,C2,70,B2,77,B1,24,E1,43,C2
4061,Rachel Johnson,Male,08-05-2008,Ernest Simmons,Brittney Smith,5050,21,E1,75,B1,60,C1,59,C1,57,C1
4062,Jacob Lee,Female,02-02-2008,Jeffrey Kim,Sarah Torres,5050,19,E2,88,A2,33,D,72,B1,41,C2
4063,Karen Esparza,Female,03-03-2009,Robert Taylor,Christine Williams,5050,34,D,50,C2,56,C1,29,E1,65,B2
4064,Lauren Wall,Male,21-08-2008,James Gallegos,Olivia Wilson,5050,81,A2,20,E2,31,D,40,D,62,B2
4065,Tabitha Williams,Female,17-03-2008,Erik Thomas,Patricia Warren,5050,38,D,53,C1,40,D,13,E2,76,B1
4066,Raymond Rodriguez,Female,06-10-2008,Bryce Pruitt,Sharon Craig,5050,46,C2,52,C1,10,E2,58,C1,88,A2
4067,Carolyn Kramer,Male,27-05-2008,Jose Howard,Barbara Newman,5050,96,A1,75,B1,65,B2,95,A1,63,B2
4068,Tina Pratt,Male,05-12-2009,Jack Hill,Brenda Morris,5050,11,E2,91,A1,94,A1,80,B1,83,A2
4069,Brent Wall MD,Male,29-02-2008,Mark Werner,Lauren Daniels,5050,80,B1,16,E2,94,A1,21,E1,76,B1
4070,Jessica Velasquez,Male,07-11-2009,Benjamin Callahan,Jennifer Thomas,5050,42,C2,55,C1,50,C2,63,B2,19,E2
4071,William Jackson,Male,27-06-2008,John Gardner,Linda Watkins,5050,10,E2,30,E1,24,E1,55,C1,51,C1
4072,Miguel Higgins,Female,21-01-2008,Christopher Novak,Michelle Jones,5050,92,A1,19,E2,20,E2,50,C2,42,C2
4073,Brian Johnson,Male,17-11-2009,James Macdonald,Dana Henry,5050,83,A2,23,E1,99,A1,80,B1,88,A2
4074,Jimmy Davis,Female,15-04-2009,Bryan Mccann,Kimberly Weaver,5050,46,C2,62,B2,97,A1,23,E1,92,A1
4075,Amanda Alexander,Female,15-12-2008,John Diaz,Amanda Myers,5050,75,B1,87,A2,78,B1,13,E2,99,A1
4076,Ashley Smith,Male,06-10-2009,Douglas Cardenas,Michelle Williams,5050,97,A1,66,B2,66,B2,48,C2,18,E2
4077,Amy Martinez,Male,16-05-2008,Danny Jenkins,Stephanie Bailey,5050,11,E2,39,D,87,A2,38,D,51,C1
4078,James Murphy,Female,27-09-2008,Jacob Smith,Kimberly Lara,5050,43,C2,48,C2,81,A2,79,B1,82,A2
4079,Jason Taylor,Male,01-03-2008,David Ritter,Brittany Krause,5050,17,E2,38,D,52,C1,77,B1,10,E2
4080,Holly Brown,Male,24-05-2008,William Reyes,Deborah Lewis,5050,88,A2,45,C2,27,E1,97,A1,44,C2
4081,Jacob Smith,Male,27-12-2009,David Lozano,Jessica Fowler,5050,31,D,28,E1,67,B2,50,C2,48,C2
4082,John Davis,Male,14-06-2008,David Morales,Terri Little,5050,34,D,55,C1,70,B2,82,A2,56,C1
4083,Lisa Miller,Male,27-08-2009,Bill Santana,Meghan Wheeler,5050,72,B1,99,A1,95,A1,67,B2,96,A1
4084,Nicole Howell,Male,10-12-2009,Walter Jacobs,Leslie Walker,5050,37,D,96,A1,74,B1,34,D,88,A2
4085,Kerry Turner,Female,06-02-2009,Scott Underwood,Holly Clark,5050,38,D,61,B2,72,B1,83,A2,61,B2
4086,Bill Green,Male,24-12-2009,Matthew Shaw PhD,Sara Smith,5050,78,B1,30,E1,78,B1,94,A1,68,B2
4087,Melissa Hughes,Male,03-07-2008,Henry Vaughan,Amber Owens,5050,17,E2,12,E2,75,B1,75,B1,83,A2
4088,Tiffany Morales,Male,27-05-2009,Thomas Holland,Linda Stevens,5050,81,A2,67,B2,95,A1,27,E1,54,C1
4089,Derek Smith,Female,20-08-2009,Casey Howard,Amy Wood,5050,13,E2,40,D,25,E1,32,D,86,A2
4090,Karen Greene,Female,06-11-2009,Carlos Hernandez,Judy Williams,5050,82,A2,93,A1,68,B2,28,E1,44,C2
4091,Brian Haas MD,Male,16-08-2008,Joshua Werner,Paige Brown,5050,36,D,99,A1,61,B2,27,E1,58,C1
4092,Margaret Nixon,Male,15-08-2009,Benjamin Irwin,Jennifer Roberts,5050,68,B2,86,A2,90,A2,56,C1,31,D
4093,Tiffany Hughes,Female,02-01-2009,Nathan Hurley,Carmen Bradford,5050,72,B1,75,B1,94,A1,53,C1,94,A1
4094,Chelsea Rodriguez,Female,16-01-2009,Gregory Mccullough,Nichole Madden,5050,96,A1,44,C2,71,B1,25,E1,86,A2
4095,Steven Allison,Male,20-04-2008,Joseph Gonzales,Jamie Jenkins,5050,21,E1,36,D,21,E1,74,B1,31,D
4096,Emma Decker,Female,12-03-2008,Charles Reese,Sharon Evans,5050,47,C2,35,D,16,E2,36,D,50,C2
4097,Jeffrey Henderson,Female,13-11-2009,Donald Cooper,Cassandra Lambert,5050,31,D,10,E2,90,A2,62,B2,50,C2
4098,Amanda Morrison,Female,25-03-2009,Roger King,Bethany Berry,5050,43,C2,54,C1,33,D,44,C2,98,A1
4099,Kim Murray,Male,22-05-2008,David Martinez,Laura Mcgee,5050,51,C1,79,B1,88,A2,42,C2,82,A2
4100,Bryan Miller,Male,01-10-2008,Bruce Pacheco,Cindy Hampton,5050,32,D,42,C2,39,D,10,E2,92,A1
4101,Gregory Lee,Female,30-03-2008,Matthew Lang,Mrs. Gabriela Ellison,5050,61,B2,70,B2,98,A1,92,A1,95,A1
4102,Amy Le,Male,28-08-2008,James Schmidt,Kristen Gordon,5050,61,B2,62,B2,71,B1,52,C1,33,D
4103,Barbara Pham,Male,25-02-2008,Joshua Cabrera,Diane Ruiz,5050,65,B2,72,B1,61,B2,88,A2,78,B1
4104,Kelly Ward,Male,08-10-2009,Casey Delgado,Victoria Harris,5050,38,D,14,E2,75,B1,71,B1,55,C1
4105,Kenneth Ward,Male,29-11-2008,Brian Allen,Gina Barrett,5050,54,C1,80,B1,55,C1,12,E2,36,D
4106,Valerie Daniels,Female,21-02-2008,Caleb Sharp,Allison Jimenez,5050,94,A1,80,B1,30,E1,94,A1,45,C2
4107,Sean Case,Female,09-08-2009,Jamie Huerta,Angel Stevens,5050,36,D,42,C2,41,C2,89,A2,50,C2
4108,Roger Clark,Male,17-05-2009,Logan Gordon,Brandi Carpenter,5050,85,A2,39,D,94,A1,79,B1,82,A2
4109,Hunter Johnston,Female,29-10-2009,Joseph Zhang,Desiree Holt,5050,44,C2,90,A2,64,B2,56,C1,47,C2
4110,Ashlee Scott,Female,11-01-2008,Joe Shelton,Haley Miller,5050,74,B1,46,C2,45,C2,38,D,50,C2
4111,Matthew Smith,Male,07-03-2008,Jon Leblanc,Kristi Norris,5050,95,A1,47,C2,11,E2,29,E1,56,C1
4112,Amanda Campbell,Female,02-12-2009,James Jones,Tracy Hunter,5050,20,E2,63,B2,12,E2,40,D,45,C2
4113,Lisa Simmons,Female,13-08-2008,Timothy Knapp,Melissa Rodgers,5050,60,C1,18,E2,29,E1,89,A2,39,D
4114,Sylvia Bray,Female,25-12-2008,Timothy Pennington,Megan Martinez,5050,26,E1,82,A2,86,A2,63,B2,41,C2
4115,Charles Butler,Female,01-04-2009,Ricardo Anderson,Gabriella Garcia,5050,14,E2,44,C2,32,D,52,C1,81,A2
4116,Cindy Hart,Female,31-08-2009,Tyler Gibbs,Angela Wagner,5050,74,B1,22,E1,78,B1,41,C2,87,A2
4117,Michele Daniels,Male,18-12-2008,Paul Moore,Victoria Stone,5050,85,A2,18,E2,64,B2,12,E2,13,E2
4118,Edward Henry,Female,18-08-2008,Mitchell Taylor,Brenda Romero,5050,20,E2,26,E1,55,C1,49,C2,46,C2
4119,Megan Klein MD,Female,29-03-2008,Thomas Alexander,Cynthia Lopez,5050,71,B1,52,C1,50,C2,86,A2,16,E2
4120,Martin Maldonado,Male,31-12-2009,Mitchell Patrick,Christina Bradshaw,5050,98,A1,76,B1,81,A2,67,B2,56,C1
4121,Kristina Howard,Male,30-05-2008,Bobby Ruiz,Angela Ortiz,5050,69,B2,62,B2,90,A2,86,A2,88,A2
4122,John Ponce,Male,03-09-2009,Joseph Maldonado,Kristin Peterson,5050,94,A1,11,E2,44,C2,78,B1,60,C1
4123,Charles Ward,Male,23-01-2008,Aaron Long,Melissa Robertson,5050,48,C2,27,E1,23,E1,96,A1,17,E2
4124,Rachel Cook,Female,30-03-2009,Jason Garcia,Laura Hawkins,5050,39,D,71,B1,13,E2,57,C1,33,D
4125,Willie Singleton PhD,Female,17-02-2009,Roy Santana,Yvonne Mendoza,5050,89,A2,70,B2,54,C1,38,D,80,B1
4126,Nathan Nelson,Female,16-01-2009,Jason Flores,Tammie Flores,5050,56,C1,59,C1,99,A1,73,B1,37,D
4127,Ashley Johnson,Female,04-02-2009,Gilbert Boyd,Megan Andrews,5050,76,B1,97,A1,75,B1,68,B2,94,A1
4128,Jennifer Moody,Female,22-01-2009,Garrett Sawyer,Kimberly Warren,5050,11,E2,60,C1,71,B1,11,E2,99,A1
4129,Janet Smith,Male,29-06-2008,Michael Wiggins,Amanda Boyd,5050,55,C1,57,C1,17,E2,98,A1,25,E1
4130,Shelby Mejia,Male,02-04-2008,Erik Patterson,Stephanie Johnson,5050,63,B2,35,D,72,B1,66,B2,94,A1
4131,Mitchell Martin,Female,27-06-2008,Gary Gutierrez,Crystal Garcia DVM,5050,53,C1,25,E1,12,E2,37,D,64,B2
4132,John Mann,Female,13-02-2008,Antonio Medina,Jessica Lozano,5050,75,B1,68,B2,81,A2,45,C2,72,B1
4133,Zachary Thompson,Female,29-04-2008,Matthew Ryan,Caitlin Lewis,5050,50,C2,61,B2,53,C1,93,A1,78,B1
4134,Tracy Butler,Male,01-09-2008,Tony Smith,Sara Gray MD,5050,57,C1,32,D,86,A2,91,A1,46,C2
4135,Melanie Haley,Male,16-10-2009,Richard Cross,Robin Montoya,5050,65,B2,84,A2,26,E1,21,E1,23,E1
4136,Laura Kelly,Male,07-08-2008,Richard Schmitt,Rachel Garcia,5050,72,B1,87,A2,83,A2,28,E1,82,A2
4137,Tyler Winters,Female,16-05-2009,Todd Davis,Michelle Cline,5050,78,B1,70,B2,71,B1,53,C1,49,C2
4138,Mitchell Miller,Female,31-08-2009,Jim Edwards,Kim Morgan,5050,79,B1,76,B1,88,A2,38,D,63,B2
4139,Matthew Hodges,Male,06-05-2008,Austin Frost,Rachel Hill,5050,39,D,72,B1,17,E2,92,A1,93,A1
4140,Thomas Anderson,Male,15-10-2008,Mitchell Davis,Katherine Alexander,5050,63,B2,71,B1,44,C2,23,E1,81,A2
4141,Matthew Carter,Male,07-10-2008,Steven Parks,Nancy Rodriguez,5050,91,A1,81,A2,82,A2,79,B1,26,E1
4142,Donald Holden,Male,01-02-2009,Tyler Turner,Chelsea Cohen,5050,44,C2,26,E1,34,D,80,B1,20,E2
4143,Steven Cooper,Female,18-11-2009,Dr. Aaron Carter DVM,Valerie Taylor,5050,71,B1,77,B1,55,C1,61,B2,68,B2
4144,Kristen Rogers,Male,08-07-2009,Lucas Martin,Nicole Duncan,5050,75,B1,75,B1,14,E2,34,D,47,C2
4145,Leah Werner,Female,16-06-2009,Robert Wallace,Lisa Marshall,5050,84,A2,75,B1,48,C2,36,D,87,A2
4146,Randall Franklin,Male,15-12-2009,Dave Blair,Kimberly Lopez,5050,71,B1,84,A2,79,B1,97,A1,10,E2
4147,Steven Shepherd,Female,04-03-2008,Michael Waters,Vanessa Roberts,5050,90,A2,28,E1,48,C2,14,E2,40,D
4148,Marissa Morris,Female,08-04-2009,Timothy Torres,Nichole Brown,5050,57,C1,56,C1,12,E2,47,C2,92,A1
4149,John Moore,Male,03-03-2008,Ryan Perry,Christine Allen,5050,33,D,72,B1,51,C1,38,D,86,A2
4150,Matthew Ellis,Male,23-06-2009,Charles Mora,Casey Schaefer,5050,35,D,17,E2,90,A2,62,B2,28,E1
4151,Cynthia Villegas MD,Female,25-04-2009,Alexander Campbell,Heather Yoder,5050,82,A2,85,A2,78,B1,67,B2,16,E2
4152,Karen Choi,Male,24-03-2009,Richard Green,Stacy Mccall,5050,64,B2,33,D,62,B2,68,B2,76,B1
4153,Joseph Mitchell,Female,28-06-2008,Trevor Davis,Amy Colon,5050,14,E2,83,A2,38,D,56,C1,68,B2
4154,Danielle Harmon,Male,05-02-2008,James Watson,Jasmine Walsh,5050,60,C1,12,E2,57,C1,32,D,56,C1
4155,Ryan Campbell,Female,30-03-2008,Michael Gonzalez DDS,Sandra Johns,5050,28,E1,43,C2,87,A2,29,E1,30,E1
4156,Hannah Thomas MD,Female,06-01-2008,Bobby Golden,Toni Jordan,5050,21,E1,28,E1,57,C1,30,E1,24,E1
4157,Steven Johnson,Male,19-01-2008,Kyle Davis,Haley Vazquez,5050,86,A2,30,E1,62,B2,53,C1,11,E2
4158,Raymond Bennett,Male,01-12-2009,Troy Gonzales,Rebecca Martinez,5050,92,A1,44,C2,54,C1,54,C1,35,D
4159,Kyle Reyes,Female,20-07-2009,Charles Martinez,Beth Shepard,5050,48,C2,95,A1,72,B1,43,C2,31,D
4160,Tiffany Allen,Female,14-12-2009,Jeff Arnold,Tracy Burke,5050,61,B2,41,C2,10,E2,19,E2,82,A2
4161,Kenneth Johnson,Female,16-02-2009,Frederick Carter,Marissa Thompson MD,5050,37,D,92,A1,26,E1,61,B2,34,D
4162,Dr. Matthew Fernandez,Male,07-09-2008,Gregory Nash,Sarah Ellis,5050,34,D,58,C1,14,E2,60,C1,20,E2
4163,John Scott,Female,15-07-2008,Sean Lewis,Natasha Flores,5050,12,E2,77,B1,20,E2,15,E2,90,A2
4164,Jon Taylor,Female,04-03-2008,William Goodman,Jessica Kim,5050,91,A1,12,E2,79,B1,16,E2,64,B2
4165,Terry Bender,Male,15-04-2009,Alexander Roberts,Laurie Hall,5050,34,D,77,B1,11,E2,84,A2,86,A2
4166,Tiffany Acosta,Male,25-02-2008,Adam Davis,Alison Williams,5050,96,A1,98,A1,96,A1,77,B1,13,E2
4167,Jeffrey Hall,Female,02-06-2009,Kenneth Johnson,Shannon Collins,5050,72,B1,27,E1,50,C2,85,A2,20,E2
4168,Daniel Myers,Female,02-06-2008,Corey Garcia,Leah Hernandez,5050,74,B1,21,E1,79,B1,83,A2,40,D
4169,Beverly Brooks DDS,Female,28-06-2008,Jordan Harrison,Vanessa Jackson,5050,95,A1,91,A1,87,A2,44,C2,12,E2
4170,Andrew Brown,Female,30-08-2008,Todd Koch,Erika Campbell,5050,33,D,14,E2,12,E2,39,D,85,A2
4171,Rachel Hill,Male,19-07-2008,Brian Brown,Jennifer Brock,5050,48,C2,76,B1,81,A2,56,C1,24,E1
4172,Martin Bates,Male,24-01-2009,Jesse Williams,Cheyenne Brown,5050,68,B2,38,D,41,C2,49,C2,99,A1
4173,Derek Huber,Male,20-02-2009,Eduardo Hart,Jasmine Flynn,5050,72,B1,89,A2,98,A1,94,A1,42,C2
4174,Gina May,Male,21-09-2008,Dustin Garcia,Christine Hutchinson,5050,12,E2,57,C1,89,A2,63,B2,71,B1
4175,Jon Boyd,Male,25-04-2009,Raymond Fitzpatrick,Mrs. Heather Anderson,5050,74,B1,55,C1,45,C2,39,D,69,B2
4176,Heather Rivera,Female,17-07-2009,Johnny Shaw,Cynthia Morales,5050,67,B2,41,C2,77,B1,45,C2,27,E1
4177,Jessica Schwartz,Female,17-06-2009,Mark Smith,Jennifer Reynolds,5050,10,E2,20,E2,58,C1,88,A2,25,E1
4178,Amanda Lopez,Female,04-12-2008,Bradley Hernandez,Ashley Mitchell,5050,65,B2,69,B2,31,D,37,D,19,E2
4179,Megan Brown,Female,11-11-2009,Andrew Kramer,Kristin Williams,5050,71,B1,61,B2,59,C1,18,E2,44,C2
4180,Anthony Phelps,Male,16-07-2008,Jerome Berry,Wendy Wilson,5050,45,C2,99,A1,18,E2,48,C2,76,B1
4181,Joseph Kelley,Male,23-06-2008,Robert Aguilar,Denise Hicks,5050,18,E2,12,E2,26,E1,72,B1,81,A2
4182,Sheila Anderson,Male,14-04-2008,Dean Potter,Desiree Young,5050,42,C2,44,C2,96,A1,74,B1,85,A2
4183,Alicia Powell,Male,05-10-2008,Corey Arnold,Michele Moore,5050,25,E1,78,B1,91,A1,33,D,68,B2
4184,Emily Johnson,Female,26-12-2009,Mark Riley,Sherri Ward,5050,51,C1,38,D,55,C1,57,C1,78,B1
4185,Lisa Garcia,Male,06-11-2009,Ruben Glenn,Jordan Franklin,5050,31,D,46,C2,32,D,29,E1,18,E2
4186,Jason Howell,Female,16-04-2008,John Lewis,Natalie Rodriguez MD,5050,67,B2,25,E1,38,D,92,A1,41,C2
4187,Calvin Smith,Female,27-03-2008,Mr. Kenneth Lin,Angela Davis,5050,26,E1,11,E2,69,B2,59,C1,47,C2
4188,Kyle Ward,Male,13-08-2009,Martin Dixon,Kayla Larson,5050,13,E2,81,A2,70,B2,40,D,25,E1
4189,Manuel Reed,Female,08-07-2008,George Rodriguez,Sara Harris,5050,98,A1,49,C2,53,C1,91,A1,60,C1
4190,Ian Elliott,Male,05-05-2009,Christopher Smith,Amy Fischer,5050,98,A1,15,E2,38,D,84,A2,52,C1
4191,James Reed,Female,28-10-2009,Scott Grant,Jennifer Robles,5050,14,E2,80,B1,47,C2,56,C1,38,D
4192,Denise Ward,Female,21-02-2009,Jeremy Williams,Brittney Hill,5050,57,C1,78,B1,57,C1,21,E1,23,E1
4193,Brendan Marshall,Female,10-04-2008,Brandon Woods,Margaret Jones,5050,30,E1,39,D,55,C1,31,D,70,B2
4194,Dr. James Robles MD,Female,30-12-2008,Jose Bartlett,Andrea Perez,5050,76,B1,31,D,83,A2,19,E2,39,D
4195,Rachel Hall,Male,10-06-2008,Jordan Garcia,Elizabeth Wilkinson,5050,20,E2,54,C1,31,D,75,B1,68,B2
4196,Troy Jones,Female,03-12-2009,Joshua Young,Christina Wilson,5050,11,E2,57,C1,11,E2,64,B2,68,B2
4197,Jason Simmons,Male,16-08-2009,Steve Saunders,Maria Crawford,5050,15,E2,51,C1,95,A1,41,C2,43,C2
4198,Christian Lane,Female,02-06-2009,Robert Watts,Kristen Ruiz,5050,43,C2,50,C2,65,B2,57,C1,95,A1
4199,Stephanie Wheeler,Male,06-08-2008,Jimmy Hubbard,Sharon Wong,5050,25,E1,22,E1,10,E2,32,D,74,B1
4200,Jennifer Briggs,Male,02-10-2009,Edward Moore,Brittany Martin,5050,55,C1,14,E2,87,A2,64,B2,42,C2
4201,Caroline Simpson,Male,14-08-2009,Mario Hernandez,Whitney Johnson,5050,74,B1,50,C2,99,A1,23,E1,73,B1
4202,Daniel Silva,Male,27-11-2008,Jerry Mason,Amanda Wells,5050,64,B2,33,D,32,D,59,C1,11,E2
4203,Douglas Welch,Female,06-02-2009,Phillip Mccormick,Karen Jackson,5050,87,A2,59,C1,13,E2,33,D,50,C2
4204,Amanda Johns,Male,01-07-2008,James Smith,Kristin White,5050,90,A2,75,B1,32,D,91,A1,37,D
4205,Craig Rivera,Male,15-07-2008,Mr. David Davis,Angela Gutierrez,5050,49,C2,26,E1,93,A1,16,E2,40,D
4206,Jonathan Cobb,Male,14-12-2009,Calvin Todd,Emily Jackson,5050,31,D,20,E2,97,A1,24,E1,96,A1
4207,Dr. Angela Waller,Female,18-01-2008,Michael Hammond,Beth Castro,5050,99,A1,35,D,27,E1,22,E1,45,C2
4208,Shawn Valencia,Male,19-05-2008,Ryan Shelton,Pamela Schmidt,5050,75,B1,29,E1,12,E2,45,C2,97,A1
4209,Jo Ball,Female,21-02-2009,Adam Elliott,Jessica Allen,5050,34,D,18,E2,74,B1,58,C1,95,A1
4210,Erin Adams,Female,04-02-2009,Scott Burke,Carla Cook,5050,26,E1,63,B2,84,A2,76,B1,44,C2
4211,Jennifer Dudley,Female,06-09-2008,Mr. Justin York,Christina Salazar,5050,77,B1,98,A1,79,B1,31,D,83,A2
4212,Jesse Brooks,Male,22-08-2009,Patrick Pratt,Mikayla Austin,5050,60,C1,71,B1,19,E2,72,B1,72,B1
4213,Sarah Garcia,Female,21-04-2008,Shawn Oliver,April Patterson,5050,70,B2,89,A2,67,B2,67,B2,79,B1
4214,Pamela Foster MD,Female,26-04-2009,Benjamin Henson,Suzanne Adams,5050,62,B2,10,E2,86,A2,36,D,82,A2
4215,Joyce Gates,Female,01-01-2009,Mr. James Mitchell,Diana Bell,5050,96,A1,94,A1,24,E1,63,B2,26,E1
4216,Jodi Garcia,Female,25-08-2008,Michael Montgomery,Melanie White,5050,30,E1,55,C1,17,E2,35,D,44,C2
4217,Katie Alvarez,Male,08-01-2009,Richard Johnson,Jessica Allison,5050,75,B1,44,C2,16,E2,10,E2,64,B2
4218,Anna Gilbert,Female,20-01-2009,Julian Watson,Katie Hamilton,5050,22,E1,14,E2,28,E1,74,B1,23,E1
4219,Rhonda Jackson DDS,Female,05-01-2008,Daniel Avila,Sherri Solomon,5050,34,D,22,E1,39,D,40,D,42,C2
4220,Bailey Martin,Male,20-05-2008,Tristan Cruz,Amber Liu,5050,32,D,45,C2,50,C2,12,E2,25,E1
4221,Brian Anderson,Female,29-06-2009,Christopher Brown,Tammy Moore MD,5050,64,B2,94,A1,62,B2,36,D,66,B2
4222,Richard Smith,Male,02-10-2009,Michael Harris,Crystal Carpenter,5050,90,A2,32,D,14,E2,43,C2,82,A2
4223,Jonathan Fitzgerald,Female,08-02-2009,David Chandler,Linda Smith,5050,46,C2,84,A2,58,C1,23,E1,30,E1
4224,Angela Gonzales,Female,17-01-2008,James Wood,Emily Hancock,5050,51,C1,87,A2,63,B2,20,E2,79,B1
4225,Jenny Ramos,Male,15-04-2009,James Velazquez,Elizabeth Lopez,5050,84,A2,84,A2,93,A1,52,C1,90,A2
4226,Pamela West,Female,25-01-2009,Jeffrey Diaz,Rita Kane,5050,66,B2,18,E2,58,C1,28,E1,75,B1
4227,Gerald Harrington,Female,11-04-2009,Aaron Walker,Brianna Adams,5050,11,E2,38,D,36,D,71,B1,75,B1
4228,Kathleen Allen,Female,19-07-2009,Patrick Porter,Emily Gonzalez,5050,48,C2,96,A1,61,B2,20,E2,21,E1
4229,Tammy Hurley,Female,09-04-2009,Michael Mckee,Nicole Nguyen,5050,78,B1,55,C1,16,E2,42,C2,99,A1
4230,Steve Hooper,Male,04-07-2008,Shawn Palmer,Gina Grant,5050,76,B1,69,B2,53,C1,56,C1,32,D
4231,Anthony Raymond,Female,04-10-2009,Gerald Brown,Jessica Meadows,5050,53,C1,85,A2,22,E1,57,C1,72,B1
4232,Michael Dillon,Female,11-02-2008,Joel Black,Susan Farrell,5050,90,A2,39,D,85,A2,44,C2,57,C1
4233,Eric Blake,Male,01-10-2009,Robert Logan,Jennifer Davidson,5050,34,D,67,B2,78,B1,70,B2,40,D
4234,Benjamin Jackson,Male,01-02-2008,Clinton Wheeler,Erin Miller DDS,5050,92,A1,22,E1,46,C2,21,E1,77,B1
4235,Cody Johnson,Female,07-11-2008,Christopher Bailey,Stephanie Black,5050,64,B2,92,A1,60,C1,18,E2,32,D
4236,Tiffany Bauer MD,Male,20-01-2009,Chad Hendricks,Diane Turner,5050,30,E1,18,E2,13,E2,39,D,48,C2
4237,Alexander Fisher,Male,12-03-2009,Thomas Avila,Judy Davis,5050,85,A2,88,A2,88,A2,59,C1,26,E1
4238,Teresa Smith,Male,30-11-2008,Danny Johnson,Laura Elliott,5050,59,C1,76,B1,47,C2,13,E2,43,C2
4239,Benjamin Davis,Female,14-10-2009,Brandon Smith,Tiffany Johnson,5050,21,E1,40,D,86,A2,51,C1,88,A2
4240,Nicole Sims,Female,21-02-2009,Travis Rivera,Deborah Marsh,5050,52,C1,26,E1,63,B2,30,E1,10,E2
4241,Courtney Stewart,Female,03-10-2009,Jason Page,Ashlee Ball,5050,29,E1,21,E1,59,C1,20,E2,28,E1
4242,Daniel Curry,Male,17-03-2009,John Adams,Alexandra Phillips,5050,60,C1,97,A1,28,E1,61,B2,35,D
4243,Michael Gay,Male,11-01-2008,Eric Nelson MD,Cristina Gutierrez,5050,39,D,88,A2,49,C2,87,A2,36,D
4244,Andrew Jones,Female,01-10-2008,Stephen Rice DDS,Maria Cox,5050,52,C1,72,B1,62,B2,52,C1,85,A2
4245,Nicolas Fleming,Male,01-07-2008,Jordan Roberts,Jasmine Horn,5050,98,A1,49,C2,44,C2,85,A2,89,A2
4246,Joan Johnson,Female,24-12-2009,Christian West,Kimberly Morris,5050,79,B1,56,C1,69,B2,43,C2,21,E1
4247,Erin Hardy,Female,27-10-2008,Lance Nelson,Sarah Gonzales,5050,37,D,96,A1,86,A2,11,E2,27,E1
